case_id,dimension,condition_number,delta_contract,rho_contract,cheap_cost_exact_units,initial_residual,candidate_residual,candidate_contract_satisfied,baseline_lower_calls,baseline_upper_calls,post_upper_calls,gate_accept,guaranteed_saved_calls,guaranteed_cost_slack,baseline_actual_calls,post_actual_calls,gated_actual_calls,gated_total_cost,gated_cost_ratio,always_total_cost,always_cost_ratio,posthoc_descent_accept,posthoc_total_cost,posthoc_cost_ratio
591,64,1.3009402649684583,0.007905028067584112,0.007968015453386072,4.0,1.0,0.004979173834885082,True,21,30,20,False,1,-3.0,27,17,27,27,1.0,21.0,0.7777777777777778,True,21.0,0.7777777777777778
592,64,1.2083962253035194,0.002845070951533888,0.002853188475183885,4.0,1.0,0.0016994756565428435,True,21,27,16,True,5,1.0,25,14,14,18.0,0.72,18.0,0.72,True,18.0,0.72
593,64,1.6778356201845082,0.2888341325686655,0.4061417255750867,0.5,0.9999999999999999,0.1897643307461522,True,21,41,38,False,-17,-17.5,37,33,37,37,1.0,33.5,0.9054054054054054,True,33.5,0.9054054054054054
594,64,1.5612180533577804,0.023133788946696304,0.023681634890157937,1.0,0.9999999999999999,0.012427762660216297,True,21,37,27,False,-6,-7.0,34,22,34,34,1.0,23.0,0.6764705882352942,True,23.0,0.6764705882352942
595,64,1.8060347183242915,0.020429997025831433,0.020856086817483094,1.0,0.9999999999999999,0.01071709654827783,True,21,44,32,False,-11,-12.0,39,26,39,39,1.0,27.0,0.6923076923076923,True,27.0,0.6923076923076923
596,64,1.1502577794040603,0.056361612029515715,0.05972797710226116,0.5,1.0000000000000002,0.032933060797939916,True,21,25,20,True,1,0.5,24,18,18,18.5,0.7708333333333334,18.5,0.7708333333333334,True,18.5,0.7708333333333334
597,64,2.443133458711116,0.003165701949248263,0.003175755444449091,4.0,0.9999999999999999,0.002076242094473973,True,21,62,37,False,-16,-20.0,55,29,55,55,1.0,33.0,0.6,True,33.0,0.6
598,64,2.758754014565115,0.00162446319269635,0.0016271063671003064,0.5,1.0,0.0009434166051907659,True,21,71,38,False,-17,-17.5,61,28,61,61,1.0,28.5,0.4672131147540984,True,28.5,0.4672131147540984
599,64,2.6850321466875693,0.23728160367931192,0.3110998827666219,2.0,0.9999999999999999,0.13497779587430084,True,21,69,63,False,-42,-44.0,59,50,59,59,1.0,52.0,0.8813559322033898,True,52.0,0.8813559322033898
600,64,2.4677819778715717,0.0012365113330376337,0.0012380421862316878,1.0,0.9999999999999999,0.0006881858498348521,True,21,63,33,False,-12,-13.0,51,22,51,51,1.0,23.0,0.45098039215686275,True,23.0,0.45098039215686275
601,64,2.1308817441412162,0.004456861641460301,0.00447681418286787,1.0,1.0,0.0027385396119413174,True,21,53,33,False,-12,-13.0,47,24,47,47,1.0,25.0,0.5319148936170213,True,25.0,0.5319148936170213
602,64,1.505541449465649,0.5687248012147905,1.3187050932136626,4.0,1.0,0.4804675731315149,True,21,36,36,False,-15,-19.0,33,30,33,33,1.0,34.0,1.0303030303030303,True,34.0,1.0303030303030303
603,64,1.580527795752041,0.05638849987984278,0.059758173647377545,0.5,1.0000000000000002,0.03320136851465163,True,21,38,30,False,-9,-9.5,34,25,34,34,1.0,25.5,0.75,True,25.5,0.75
604,64,2.495865769583031,0.004149386873782091,0.004166676024585809,0.25,0.9999999999999999,0.0022837219869818676,True,21,64,39,False,-18,-18.25,54,27,54,54,1.0,27.25,0.5046296296296297,True,27.25,0.5046296296296297
605,64,1.8855053745998995,0.47312242176701036,0.897974105016463,4.0,1.0,0.2796124517165921,True,21,46,46,False,-25,-29.0,39,34,39,39,1.0,38.0,0.9743589743589743,True,38.0,0.9743589743589743
606,64,1.3782052931995423,0.3150486831042247,0.4599577741262503,0.5,1.0,0.17129839716008202,True,21,32,30,False,-9,-9.5,30,26,30,30,1.0,26.5,0.8833333333333333,True,26.5,0.8833333333333333
607,64,1.1426854366876846,0.05067755391519363,0.05338286703764131,4.0,0.9999999999999999,0.031637025679364335,True,21,25,20,False,1,-3.0,24,18,24,24,1.0,22.0,0.9166666666666666,True,22.0,0.9166666666666666
608,64,2.3012729175097575,0.004954125896073925,0.004978791455756038,2.0,1.0,0.003103682081511399,True,21,58,36,False,-15,-17.0,52,30,52,52,1.0,32.0,0.6153846153846154,True,32.0,0.6153846153846154
609,64,1.896603901179234,0.14388062947990077,0.16806141110029102,0.25,0.9999999999999999,0.08641065129676057,True,21,47,41,False,-20,-20.25,40,32,40,40,1.0,32.25,0.80625,True,32.25,0.80625
610,64,2.7674623067829813,0.002136072405876998,0.00214064497854645,1.0,1.0,0.0011062407170639276,True,21,71,40,False,-19,-20.0,62,26,62,62,1.0,27.0,0.43548387096774194,True,27.0,0.43548387096774194
611,64,2.1697244308653545,0.2784134771061037,0.38583519546559253,1.0,1.0000000000000002,0.15597338297445798,True,21,54,51,False,-30,-31.0,48,42,48,48,1.0,43.0,0.8958333333333334,True,43.0,0.8958333333333334
612,64,2.930656134930826,0.6272556420799799,1.6828038540413541,4.0,1.0,0.6064659282629152,True,21,76,79,False,-58,-62.0,64,57,64,64,1.0,61.0,0.953125,True,61.0,0.953125
613,64,2.6575769677375916,0.014609108605036853,0.01482569884967736,1.0,1.0,0.00946681202298795,True,21,68,48,False,-27,-28.0,60,36,60,60,1.0,37.0,0.6166666666666667,True,37.0,0.6166666666666667
614,64,1.1595430991718554,0.4918401012538701,0.9678845230949384,2.0,1.0,0.35551012723115666,True,21,26,26,False,-5,-7.0,24,23,24,24,1.0,25.0,1.0416666666666667,True,25.0,1.0416666666666667
615,64,1.9491763742960708,0.26683759276350244,0.3639542755189686,2.0,0.9999999999999999,0.15943909662932812,True,21,48,45,False,-24,-26.0,42,36,42,42,1.0,38.0,0.9047619047619048,True,38.0,0.9047619047619048
616,64,1.1689970866840051,0.00538438713011874,0.005413535702081465,4.0,1.0,0.003076020136162636,True,21,26,16,True,5,1.0,24,14,14,18.0,0.75,18.0,0.75,True,18.0,0.75
617,64,1.4120040153106923,0.009960761707152493,0.010060976698588346,4.0,1.0,0.005618756491657128,True,21,33,22,False,-1,-5.0,30,19,30,30,1.0,23.0,0.7666666666666667,True,23.0,0.7666666666666667
618,64,2.1965428084996015,0.04576963667775079,0.04796497621224207,1.0,1.0,0.029273081950161563,True,21,55,43,False,-22,-23.0,47,33,47,47,1.0,34.0,0.723404255319149,True,34.0,0.723404255319149
619,64,2.3231483257514203,0.5461673442559649,1.2034553647545523,0.25,0.9999999999999999,0.4953699117951854,True,21,59,60,False,-39,-39.25,52,46,52,52,1.0,46.25,0.8894230769230769,True,46.25,0.8894230769230769
620,64,1.428538182559357,0.0031213097413294102,0.003131082820638378,4.0,1.0,0.002093207922000705,True,21,33,20,False,1,-3.0,31,16,31,31,1.0,20.0,0.6451612903225806,True,20.0,0.6451612903225806
621,64,2.7041869504829714,0.4030592658138133,0.6752081785192741,0.5,1.0,0.3144956465021737,True,21,70,68,False,-47,-47.5,58,53,58,58,1.0,53.5,0.9224137931034483,True,53.5,0.9224137931034483
622,64,2.2672033429743808,0.001256766703122256,0.0012583481531821107,1.0,0.9999999999999999,0.0006712307906305265,True,21,57,30,False,-9,-10.0,51,20,51,51,1.0,21.0,0.4117647058823529,True,21.0,0.4117647058823529
623,64,2.1204546562517654,0.005964493918163975,0.0060002825670423645,0.5,1.0,0.003543175401655272,True,21,53,34,False,-13,-13.5,46,24,46,46,1.0,24.5,0.532608695652174,True,24.5,0.532608695652174
624,64,1.6637094250698181,0.0190886144665973,0.01946008043959775,1.0,0.9999999999999999,0.010309107652424876,True,21,40,29,False,-8,-9.0,36,24,36,36,1.0,25.0,0.6944444444444444,True,25.0,0.6944444444444444
625,64,1.8165232995864267,0.053211658378643334,0.05620227461559085,0.5,1.0,0.032199651925064014,True,21,44,35,False,-14,-14.5,39,29,39,39,1.0,29.5,0.7564102564102564,True,29.5,0.7564102564102564
626,64,1.5265657697575312,0.1194442949505051,0.13564649489584682,1.0,0.9999999999999999,0.07546857376212068,True,21,36,31,False,-10,-11.0,32,26,32,32,1.0,27.0,0.84375,True,27.0,0.84375
627,64,2.0436181363732113,0.009847781344027017,0.009945724665844145,2.0,1.0,0.006661143143669178,True,21,51,34,False,-13,-15.0,45,27,45,45,1.0,29.0,0.6444444444444445,True,29.0,0.6444444444444445
628,64,1.7076249864722288,0.6013674154227785,1.508575662625703,1.0,0.9999999999999999,0.39179738692012633,True,21,41,43,False,-22,-23.0,36,34,36,36,1.0,35.0,0.9722222222222222,True,35.0,0.9722222222222222
629,64,1.5303686976335336,0.4524829393725895,0.8264271050368376,0.25,1.0,0.2967098056566071,True,21,36,36,False,-15,-15.25,32,29,32,32,1.0,29.25,0.9140625,True,29.25,0.9140625
630,64,1.072632603823164,0.7472864550057882,2.9570494728444574,0.5,1.0,0.8636764291738354,True,21,23,25,False,-4,-4.5,22,22,22,22,1.0,22.5,1.0227272727272727,True,22.5,1.0227272727272727
631,64,2.678751662801166,0.0023815995750314585,0.0023872851322879946,2.0,1.0,0.0014269177054387608,True,21,69,39,False,-18,-20.0,62,31,62,62,1.0,33.0,0.532258064516129,True,33.0,0.532258064516129
632,64,2.4834082382750027,0.13095178014685593,0.15068413599533614,1.0,1.0,0.08290854467021155,True,21,63,55,False,-34,-35.0,55,45,55,55,1.0,46.0,0.8363636363636363,True,46.0,0.8363636363636363
633,64,2.835085622378237,0.00548308000333991,0.005513309922729443,2.0,0.9999999999999999,0.0031074206181982587,True,21,73,46,False,-25,-27.0,66,38,66,66,1.0,40.0,0.6060606060606061,True,40.0,0.6060606060606061
634,64,2.6268830591443577,0.04947345242614658,0.05204846992693028,4.0,1.0,0.030740941831681436,True,21,67,53,False,-32,-36.0,56,41,56,56,1.0,45.0,0.8035714285714286,True,45.0,0.8035714285714286
635,64,2.715949503585884,0.0034966392747170735,0.003508908662557969,0.5,1.0,0.0022393853492822372,True,21,70,42,False,-21,-21.5,62,33,62,62,1.0,33.5,0.5403225806451613,True,33.5,0.5403225806451613
636,64,1.5909196175916953,0.01851828063093264,0.01886767757919819,0.5,1.0,0.011742867467276144,True,21,38,27,False,-6,-6.5,34,23,34,34,1.0,23.5,0.6911764705882353,True,23.5,0.6911764705882353
637,64,1.7839212491728567,0.02181144895442147,0.022297796197990022,4.0,0.9999999999999999,0.015907526164059195,True,21,44,32,False,-11,-15.0,38,26,38,38,1.0,30.0,0.7894736842105263,True,30.0,0.7894736842105263
638,64,1.8212105418262912,0.00626367164952092,0.0063031525273088305,0.5,1.0,0.003713205454146073,True,21,45,28,False,-7,-7.5,40,24,40,40,1.0,24.5,0.6125,True,24.5,0.6125
639,64,1.0164013437519355,0.008115645879828732,0.008182048487928346,4.0,1.0,0.004517770083693553,True,21,21,14,True,7,3.0,21,13,13,17.0,0.8095238095238095,17.0,0.8095238095238095,True,17.0,0.8095238095238095
640,64,1.1431127201987794,0.0565977807958675,0.05999326654501003,1.0,0.9999999999999999,0.03440912899239189,True,21,25,20,True,1,0.0,24,18,18,19.0,0.7916666666666666,19.0,0.7916666666666666,True,19.0,0.7916666666666666
641,64,1.3195624683709464,0.03205072235483335,0.033111985405688354,2.0,1.0,0.01908433323506657,True,21,30,23,False,-2,-4.0,27,19,27,27,1.0,21.0,0.7777777777777778,True,21.0,0.7777777777777778
642,64,1.877351302149398,0.4210649049606505,0.7273093453283072,2.0,1.0,0.2677362387046274,True,21,46,45,False,-24,-26.0,39,35,39,39,1.0,37.0,0.9487179487179487,True,37.0,0.9487179487179487
643,64,2.1677483638192787,0.014123511784935712,0.01432584299733775,4.0,1.0,0.008337120339958266,True,21,54,38,False,-17,-21.0,47,30,47,47,1.0,34.0,0.723404255319149,True,34.0,0.723404255319149
644,64,1.1073119432949392,0.07844072487410125,0.08511739504047103,2.0,1.0,0.04426511890394048,True,21,24,20,False,1,-1.0,23,18,23,23,1.0,20.0,0.8695652173913043,True,20.0,0.8695652173913043
645,64,1.3052538212627247,0.019280916110813954,0.019659978507150733,2.0,1.0,0.010876119871221345,True,21,30,22,False,-1,-3.0,27,18,27,27,1.0,20.0,0.7407407407407407,True,20.0,0.7407407407407407
646,64,2.5438030139984362,0.67071413595812,2.036874974605092,0.5,1.0000000000000002,0.94464671627029,True,21,65,68,False,-47,-47.5,55,53,55,55,1.0,53.5,0.9727272727272728,True,53.5,0.9727272727272728
647,64,2.9482017086091346,0.004620531777947621,0.004641980194950996,0.25,0.9999999999999999,0.0025762781876326425,True,21,77,47,False,-26,-26.25,66,33,66,66,1.0,33.25,0.5037878787878788,True,33.25,0.5037878787878788
648,64,2.2070313417103704,0.039629167225617566,0.041264442726914374,4.0,1.0,0.025905383745964763,True,21,56,43,False,-22,-26.0,49,34,49,49,1.0,38.0,0.7755102040816326,True,38.0,0.7755102040816326
649,64,1.1035618234712452,0.08537608113703711,0.0933455591705654,0.5,0.9999999999999999,0.04591279327632013,True,21,24,20,True,1,0.5,23,18,18,18.5,0.8043478260869565,18.5,0.8043478260869565,True,18.5,0.8043478260869565
650,64,1.0686235380156632,0.0018248615788367575,0.001828197786736287,4.0,1.0,0.0010377076166665335,True,21,23,13,True,8,4.0,22,11,11,15.0,0.6818181818181818,15.0,0.6818181818181818,True,15.0,0.6818181818181818
651,64,1.4384711919007918,0.005614088418398003,0.0056457843509353615,4.0,0.9999999999999999,0.0038602642549695858,True,21,34,21,False,0,-4.0,30,18,30,30,1.0,22.0,0.7333333333333333,True,22.0,0.7333333333333333
652,64,2.1605129168728845,0.0036746300461028432,0.0036881827532635036,4.0,1.0,0.002583463988739534,True,21,54,32,False,-11,-15.0,48,24,48,48,1.0,28.0,0.5833333333333334,True,28.0,0.5833333333333334
653,64,1.5240339652976536,0.4235027659803185,0.7346136997525651,0.5,1.0,0.22888168328523795,True,21,36,35,False,-14,-14.5,34,29,34,34,1.0,29.5,0.8676470588235294,True,29.5,0.8676470588235294
654,64,2.104693269460245,0.3949066912318346,0.6526376767176227,1.0,1.0,0.29980400925282363,True,21,53,51,False,-30,-31.0,48,44,48,48,1.0,45.0,0.9375,True,45.0,0.9375
655,64,2.2269507768316434,0.25387323477167983,0.3402548288078003,1.0,1.0,0.19465634804201032,True,21,56,52,False,-31,-32.0,49,40,49,49,1.0,41.0,0.8367346938775511,True,41.0,0.8367346938775511
656,64,2.8501147958346595,0.02352340902863261,0.02409009007090716,0.25,1.0,0.012021606357440092,True,21,74,54,False,-33,-33.25,64,44,64,64,1.0,44.25,0.69140625,True,44.25,0.69140625
657,64,2.9943821950720415,0.0046132963212803905,0.004634677461765073,0.25,1.0,0.0031296401245081784,True,21,78,48,False,-27,-27.25,68,37,68,68,1.0,37.25,0.5477941176470589,True,37.25,0.5477941176470589
658,64,1.3928227402066808,0.0033940820542339833,0.0034056410795050935,2.0,1.0,0.0023511254389710855,True,21,32,19,True,2,0.0,29,16,16,18.0,0.6206896551724138,18.0,0.6206896551724138,True,18.0,0.6206896551724138
659,64,1.7425278058249316,0.571406189309984,1.3332114814958405,4.0,1.0,0.5604267997978608,True,21,42,43,False,-22,-26.0,39,38,39,39,1.0,42.0,1.0769230769230769,True,42.0,1.0769230769230769
660,64,1.1903938466158164,0.38326789816627105,0.621449567854018,0.5,1.0,0.2612055771724076,True,21,27,26,False,-5,-5.5,25,23,25,25,1.0,23.5,0.94,True,23.5,0.94
661,64,1.7091029170082066,0.0015683237668642834,0.0015707872698723121,0.25,1.0,0.0010401426618234142,True,21,41,22,False,-1,-1.25,37,17,37,37,1.0,17.25,0.46621621621621623,True,17.25,0.46621621621621623
662,64,1.8215076209283143,0.0011065202632124837,0.0011077460066152961,0.5,1.0,0.0007359201227635682,True,21,45,23,False,-2,-2.5,39,18,39,39,1.0,18.5,0.47435897435897434,True,18.5,0.47435897435897434
663,64,2.2316328578353013,0.001187966121612503,0.0011893790636458696,0.5,1.0,0.0005966437422767639,True,21,56,29,False,-8,-8.5,49,21,49,49,1.0,21.5,0.4387755102040816,True,21.5,0.4387755102040816
664,64,2.213171864746529,0.0019286563080196234,0.0019323832110892019,0.25,1.0,0.0011022496798852733,True,21,56,31,False,-10,-10.25,48,23,48,48,1.0,23.25,0.484375,True,23.25,0.484375
665,64,1.4527687772844893,0.06921102243828685,0.07435737219363238,1.0,1.0,0.033653636772394795,True,21,34,28,False,-7,-8.0,31,22,31,31,1.0,23.0,0.7419354838709677,True,23.0,0.7419354838709677
666,64,2.1923973487634196,0.05940246389933581,0.06315396502694906,0.25,1.0,0.0384819675669117,True,21,55,44,False,-23,-23.25,49,35,49,49,1.0,35.25,0.7193877551020408,True,35.25,0.7193877551020408
667,64,2.188622039251012,0.006079667635635305,0.006116856087623065,1.0,0.9999999999999999,0.003739892306033566,True,21,55,35,False,-14,-15.0,47,26,47,47,1.0,27.0,0.574468085106383,True,27.0,0.574468085106383
668,64,1.0397135230291463,0.00457771612629109,0.004598767980637124,4.0,1.0,0.0025544167304317462,True,21,22,14,True,7,3.0,22,13,13,17.0,0.7727272727272727,17.0,0.7727272727272727,True,17.0,0.7727272727272727
669,64,2.2982212546913683,0.11452354793888847,0.12933550934337504,4.0,1.0,0.07448340033158359,True,21,58,50,False,-29,-33.0,50,39,50,50,1.0,43.0,0.86,True,43.0,0.86
670,64,1.410693213868822,0.003422518685751123,0.0034342725477176485,1.0,0.9999999999999998,0.0018613807897501678,True,21,33,20,True,1,0.0,31,16,16,17.0,0.5483870967741935,17.0,0.5483870967741935,True,17.0,0.5483870967741935
671,64,2.4932614640563715,0.004284721653425141,0.004303159494087601,0.5,0.9999999999999998,0.00206007347244357,True,21,64,39,False,-18,-18.5,57,28,57,57,1.0,28.5,0.5,True,28.5,0.5
672,64,1.7517890838293502,0.5384750716152995,1.1667301991680454,4.0,1.0,0.49245874441434395,True,21,43,43,False,-22,-26.0,38,34,38,38,1.0,38.0,1.0,True,38.0,1.0
673,64,1.155936597426741,0.0013502335255786114,0.001352059121132529,2.0,0.9999999999999998,0.000932187183789039,True,21,26,14,True,7,5.0,24,12,12,14.0,0.5833333333333334,14.0,0.5833333333333334,True,14.0,0.5833333333333334
674,64,1.0729686363955953,0.16212301122688494,0.19349261693447165,4.0,0.9999999999999999,0.10565767191731798,True,21,23,20,False,1,-3.0,22,19,22,22,1.0,23.0,1.0454545454545454,True,23.0,1.0454545454545454
675,64,1.0666359059411101,0.002186362029660451,0.0021911526826870666,0.25,1.0,0.0013346699396298758,True,21,23,13,True,8,7.75,22,12,12,12.25,0.5568181818181818,12.25,0.5568181818181818,True,12.25,0.5568181818181818
676,64,1.839689646234155,0.003312462006923894,0.0033234708779381825,0.25,1.0,0.0024539888998978353,True,21,45,27,False,-6,-6.25,40,21,40,40,1.0,21.25,0.53125,True,21.25,0.53125
677,64,2.239487805220651,0.15871199464911645,0.18865358074720323,1.0,0.9999999999999999,0.09686453939856207,True,21,56,50,False,-29,-30.0,48,39,48,48,1.0,40.0,0.8333333333333334,True,40.0,0.8333333333333334
678,64,2.54918651111336,0.40563126390549026,0.6824572681443853,2.0,1.0,0.31925708609640374,True,21,65,63,False,-42,-44.0,56,50,56,56,1.0,52.0,0.9285714285714286,True,52.0,0.9285714285714286
679,64,1.4738390554037513,0.047453290763226574,0.04981728486705754,2.0,1.0,0.026574214807504278,True,21,35,27,False,-6,-8.0,30,22,30,30,1.0,24.0,0.8,True,24.0,0.8
680,64,2.4640807931733475,0.01072465751136387,0.01084092269436814,0.25,1.0,0.006383572748869211,True,21,63,42,False,-21,-21.25,55,34,55,55,1.0,34.25,0.6227272727272727,True,34.25,0.6227272727272727
681,64,1.0113645891009908,0.009112947552414702,0.00919675711768042,2.0,1.0,0.00567745235285475,True,21,21,14,True,7,5.0,21,13,13,15.0,0.7142857142857143,15.0,0.7142857142857143,True,15.0,0.7142857142857143
682,64,1.0245821744068024,0.002337837674024956,0.0023433159663732873,0.5,1.0,0.0012769566361813989,True,21,22,12,True,9,8.5,21,11,11,11.5,0.5476190476190477,11.5,0.5476190476190477,True,11.5,0.5476190476190477
683,64,1.1218902816241545,0.18829011308567886,0.2319672534745823,1.0,1.0,0.08248605485055108,True,21,25,22,False,-1,-2.0,23,19,23,23,1.0,20.0,0.8695652173913043,True,20.0,0.8695652173913043
684,64,2.4029242430959497,0.0022301285109760857,0.002235113100426603,2.0,1.0,0.0016024413346036074,True,21,61,34,False,-13,-15.0,52,24,52,52,1.0,26.0,0.5,True,26.0,0.5
685,64,1.7066684347135956,0.03148076634997161,0.03250401773781097,0.5,1.0000000000000002,0.020331401439110802,True,21,41,31,False,-10,-10.5,37,25,37,37,1.0,25.5,0.6891891891891891,True,25.5,0.6891891891891891
686,64,2.4707577798713585,0.043821795710804134,0.04583015541896858,2.0,0.9999999999999999,0.0264642704579849,True,21,63,49,False,-28,-30.0,56,38,56,56,1.0,40.0,0.7142857142857143,True,40.0,0.7142857142857143
687,64,1.6183604406734824,0.0034373411711191436,0.0034491972387953656,0.5,1.0,0.002307090393810821,True,21,39,23,False,-2,-2.5,35,19,35,35,1.0,19.5,0.5571428571428572,True,19.5,0.5571428571428572
688,64,2.1355670262008597,0.3323177789438289,0.49771847813792774,4.0,1.0,0.16382979348618742,True,21,54,51,False,-30,-34.0,45,39,45,45,1.0,43.0,0.9555555555555556,True,43.0,0.9555555555555556
689,64,1.6421256098948243,0.0036903960801614663,0.003704065549144691,2.0,0.9999999999999999,0.002357345466361109,True,21,39,24,False,-3,-5.0,37,20,37,37,1.0,22.0,0.5945945945945946,True,22.0,0.5945945945945946
690,64,2.320535436157105,0.0012636204857668226,0.001265219242720911,0.25,0.9999999999999999,0.0007432198871297689,True,21,59,31,False,-10,-10.25,51,23,51,51,1.0,23.25,0.45588235294117646,True,23.25,0.45588235294117646
691,64,2.713799023923159,0.0013403044934962845,0.0013421033206076312,1.0,0.9999999999999999,0.000664504245522337,True,21,70,37,False,-16,-17.0,61,25,61,61,1.0,26.0,0.4262295081967213,True,26.0,0.4262295081967213
692,64,1.2921634799571033,0.005162003535899367,0.005188788078306618,4.0,1.0,0.0032513662777728073,True,21,29,18,False,3,-1.0,27,16,27,27,1.0,20.0,0.7407407407407407,True,20.0,0.7407407407407407
693,64,1.098252532186274,0.24282396048502874,0.32069683641940905,1.0,1.0,0.1553135983820761,True,21,24,22,False,-1,-2.0,23,20,23,23,1.0,21.0,0.9130434782608695,True,21.0,0.9130434782608695
694,64,1.2276650374450366,0.13170289819226597,0.15167953217633656,0.5,1.0,0.06121757110798649,True,21,28,24,False,-3,-3.5,25,20,25,25,1.0,20.5,0.82,True,20.5,0.82
695,64,2.4203325678624794,0.029626460770389065,0.030530985824190757,2.0,1.0000000000000002,0.015940037389185202,True,21,62,46,False,-25,-27.0,54,36,54,54,1.0,38.0,0.7037037037037037,True,38.0,0.7037037037037037
696,64,1.4147304769438698,0.04048400930023094,0.042192115287944504,0.25,1.0,0.026015560312045806,True,21,33,26,False,-5,-5.25,29,21,29,29,1.0,21.25,0.7327586206896551,True,21.25,0.7327586206896551
697,64,1.1684779608938811,0.4556779340832741,0.8371476422067131,4.0,1.0,0.3140485621405988,True,21,26,26,False,-5,-9.0,24,22,24,24,1.0,26.0,1.0833333333333333,True,26.0,1.0833333333333333
698,64,2.839840030200892,0.7359273729484557,2.7868370196688734,1.0,0.9999999999999999,0.9381843059071253,True,21,73,79,False,-58,-59.0,64,57,64,64,1.0,58.0,0.90625,True,58.0,0.90625
699,64,2.9046344950039646,0.018072814367214404,0.018405452697154625,4.0,1.0,0.011635614616414929,True,21,75,54,False,-33,-37.0,63,37,63,63,1.0,41.0,0.6507936507936508,True,41.0,0.6507936507936508
700,64,1.0408112192817667,0.004277296801664052,0.00429567066003924,0.5,1.0,0.002382996383594107,True,21,22,14,True,7,6.5,22,12,12,12.5,0.5681818181818182,12.5,0.5681818181818182,True,12.5,0.5681818181818182
701,64,2.3034950830620597,0.0031633190596342593,0.003173357401585727,0.5,1.0,0.002061686952749133,True,21,58,34,False,-13,-13.5,52,25,52,52,1.0,25.5,0.49038461538461536,True,25.5,0.49038461538461536
702,64,1.6570404651907784,0.10945273037325855,0.1229050204366287,0.25,1.0,0.06018249943313428,True,21,40,34,False,-13,-13.25,37,29,37,37,1.0,29.25,0.7905405405405406,True,29.25,0.7905405405405406
703,64,2.357900651507854,0.33741676728308034,0.5092443494223425,2.0,0.9999999999999999,0.18708717677940426,True,21,60,57,False,-36,-38.0,51,45,51,51,1.0,47.0,0.9215686274509803,True,47.0,0.9215686274509803
704,64,1.8211876545202967,0.047847612981553385,0.05025205380347002,4.0,0.9999999999999999,0.028946930165276264,True,21,45,35,False,-14,-18.0,40,28,40,40,1.0,32.0,0.8,True,32.0,0.8
705,64,1.808590396467009,0.06837346471422259,0.07339149554520681,4.0,1.0,0.039539888422653734,True,21,44,36,False,-15,-19.0,40,29,40,40,1.0,33.0,0.825,True,33.0,0.825
706,64,1.2070458613552912,0.03781250073836232,0.03929847432790265,0.25,0.9999999999999999,0.023252290906617564,True,21,27,21,False,0,-0.25,25,18,25,25,1.0,18.25,0.73,True,18.25,0.73
707,64,1.3670977547153644,0.08992836931686445,0.09881460566940282,2.0,1.0,0.04854235821835456,True,21,32,26,False,-5,-7.0,29,22,29,29,1.0,24.0,0.8275862068965517,True,24.0,0.8275862068965517
708,64,1.2943561348956343,0.012253233555459736,0.012405237831925342,0.5,1.0,0.007311512777630667,True,21,30,20,True,1,0.5,28,17,17,17.5,0.625,17.5,0.625,True,17.5,0.625
709,64,2.613740972165088,0.08718136560951972,0.0955078723472091,2.0,0.9999999999999999,0.05934662128119535,True,21,67,56,False,-35,-37.0,59,43,59,59,1.0,45.0,0.7627118644067796,True,45.0,0.7627118644067796
710,64,1.4640418768609667,0.15357815737476102,0.18144399121179006,2.0,1.0,0.09652195645498067,True,21,34,30,False,-9,-11.0,31,26,31,31,1.0,28.0,0.9032258064516129,True,28.0,0.9032258064516129
711,64,1.4938622821583822,0.08098772994303904,0.08812475369672634,0.25,1.0,0.04075177944610943,True,21,35,29,False,-8,-8.25,32,24,32,32,1.0,24.25,0.7578125,True,24.25,0.7578125
712,64,1.8542537981874232,0.0659073165836159,0.0705575771587934,4.0,0.9999999999999999,0.038285219118246686,True,21,46,37,False,-16,-20.0,40,30,40,40,1.0,34.0,0.85,True,34.0,0.85
713,64,2.36517039258458,0.032817613550528854,0.03393115301758378,0.5,1.0,0.019440305823103278,True,21,60,45,False,-24,-24.5,55,37,55,55,1.0,37.5,0.6818181818181818,True,37.5,0.6818181818181818
714,64,2.497242293654725,0.24241574438553412,0.3199851931834488,4.0,1.0,0.13746864827428718,True,21,64,59,False,-38,-42.0,56,47,56,56,1.0,51.0,0.9107142857142857,True,51.0,0.9107142857142857
715,64,1.0559217702868433,0.5135179614855989,1.0555743497822838,2.0,1.0,0.3594975254512643,True,21,23,23,False,-2,-4.0,22,20,22,22,1.0,22.0,1.0,True,22.0,1.0
716,64,2.2793094029309953,0.0014215700368168777,0.0014235937750721192,4.0,0.9999999999999999,0.0008168271186267105,True,21,58,30,False,-9,-13.0,51,23,51,51,1.0,27.0,0.5294117647058824,True,27.0,0.5294117647058824
717,64,2.191538597281594,0.04639476252220901,0.048651958587097754,4.0,1.0,0.026982073662880635,True,21,55,43,False,-22,-26.0,49,35,49,49,1.0,39.0,0.7959183673469388,True,39.0,0.7959183673469388
718,64,1.7572657727518182,0.4366481869404376,0.7750896985118453,2.0,1.0,0.2743062428044545,True,21,43,42,False,-21,-23.0,38,34,38,38,1.0,36.0,0.9473684210526315,True,36.0,0.9473684210526315
719,64,2.019912713199816,0.0021748467350167096,0.0021795870026932018,0.5,1.0,0.0011764709255170421,True,21,50,28,False,-7,-7.5,41,20,41,41,1.0,20.5,0.5,True,20.5,0.5
